,title,gross_worldwide,movie_id,year,plot
141,Thor: The Dark World,"$644,783,140",1981115,2013,"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.::RagingR2"
142,Sing,"$634,154,734",3470600,2016,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.::Kenneth Chisholm"
143,"Monsters, Inc.","$632,316,649",0198781,2001,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.::gamergcfan"
144,Kung Fu Panda,"$631,746,197",0441773,2008,"The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance. However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a novice in martial arts.::Kieran Smith"
145,The Incredibles,"$631,606,713",0317705,2004,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.::Fleebo"
146,The Martian,"$630,161,890",3659388,2015,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.::ahmetkozan"
147,Hancock,"$629,443,428",0448157,2008,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.::ahmetkozan
148,Fast Five,"$626,137,675",1596343,2011,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.::rball4042
149,Men in Black 3,"$624,026,776",1409024,2012,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.::IMDb Editors
150,Iron Man 2,"$623,933,331",1228705,2010,"With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.::mystic80"
151,Ratatouille,"$623,726,085",0382932,2007,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.::Anonymous
152,Ant-Man and the Wasp,"$622,674,139",5095030,2018,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.::Walt Disney Studios"
153,How to Train Your Dragon 2,"$621,537,519",1646971,2014,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.::Twentieth Century Fox"
154,Logan,"$619,021,436",3315342,2017,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety."
155,The Lost World: Jurassic Park,"$618,638,999",0119567,1997,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.::Kenneth Chisholm"
156,Casino Royale,"$616,501,619",0381061,2006,"After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.::vsuperkuns"
157,The Passion of the Christ,"$612,054,428",0335345,2004,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem."
158,Mamma Mia!,"$609,906,965",0795421,2008,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.::IMDb editor
159,Life of Pi,"$609,016,565",0454876,2012,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.::Anonymous"
160,Transformers: The Last Knight,"$605,425,157",3371366,2017,"A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.::Anonymous"
161,Madagascar: Escape 2 Africa,"$603,900,354",0479952,2008,"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.::jgp3553@yahoo.com"
162,War of the Worlds,"$603,873,119",0407304,2005,"As Earth is invaded by alien tripod fighting machines, one family fights for survival in this sci-fi action film."
163,Tangled,"$592,461,732",0398286,2010,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.::Marc-Olivier Pagé"
164,Quantum of Solace,"$589,580,482",0830515,2008,James Bond descends into mystery as he tries to stop a mysterious organisation from eliminating a country's most valuable resource.::Peter Gonzalez and paulrichard
165,Men in Black,"$589,390,539",0119654,1997,A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.
166,The Croods,"$587,204,668",0481499,2013,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.::Kenneth Chisholm"
167,The Hangover Part II,"$586,764,305",1411697,2011,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry.::Anonymous"
168,I Am Legend,"$585,410,052",0480249,2007,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure in this post-apocalyptic action thriller.::Shannon Patrick Sullivan <shannon@mun.ca>"
169,Iron Man,"$585,366,247",0371746,2008,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.::ahmetkozan"
170,Ready Player One,"$582,893,671",1677720,2018,"When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.::Anorak"
171,How to Train Your Dragon: The Hidden World,"$581,297,197",2386490,2019,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.::Thomas Tang"
172,Operation Red Sea,"$579,330,426",6878882,2018,PLA Navy Marine Corps launch a hostage rescue operation in the fictional Republic of Ihwea and undergo a fierce battle with rebellions and terrorism.::Bryan Lin
173,Night at the Museum,"$574,480,841",0477347,2006,A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.::Anonymous
174,Fifty Shades of Grey,"$569,651,467",2322441,2015,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.::Anonymous"
175,Kong: Skull Island,"$566,652,812",3731562,2017,"After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.::IMDb Editor"
176,The Smurfs,"$563,749,323",0472181,2011,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City.::Anonymous"
177,King Kong,"$562,363,449",0360717,2005,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives."
178,Cars 2,"$559,852,396",1216475,2011,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.::IMDb editor
179,Puss in Boots,"$554,987,477",0448694,2011,"An outlaw cat, his childhood egg-friend and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor and regain the trust of his mother and town.::MadMovieManiac"
180,The Mermaid,"$553,810,228",4701660,2016,"Shan, a mermaid, is sent to assassinate Xuan, a developer who threatens the ecosystem of her race, but ends up falling in love with him instead."
181,Armageddon,"$553,709,788",0120591,1998,"After discovering that an asteroid the size of Texas is going to impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet.::Devin Rush"
182,The Day After Tomorrow,"$552,639,571",0319262,2004,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.::rball4042"
183,Ted,"$549,368,315",1637725,2012,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.::gamergcfan"
184,Star Wars: Episode V - The Empire Strikes Back,"$548,808,732",0080684,1980,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.::Trance & Travis Brainerd"
185,American Sniper,"$547,426,372",2179136,2014,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind."
186,Mission: Impossible II,"$546,388,108",0120755,2000,"IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera""."
187,Detective Chinatown 2,"$544,185,156",7752454,2018,Tang and Qin team up to solve a murder in New York's Chinatown.
188,X-Men: Apocalypse,"$543,934,105",3385516,2016,"In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world."
